WQUAL_DETAILS_ID,WELL_TEST_ID,LAB_SAMPLE_NUMBER,LAB_NAME,LAB_LOCATION,RECEIVED_DATE,SAMPLING_LOCATION_DESC,WATER_SAMPLE_COMMENTS,CREATE_TIMESTAMP,CREATE_USERID
1065047,203,L454819-3,ALS Environmental,Calgary,2006-11-16,faucet on NW corner of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065051,106,L455199-1,ALS Environmental,Calgary,2006-11-17,faucet after P-tank in pit,,2011-10-20 10:38:47.710000000,CONVERSION
1065055,991,L455202-1,ALS Environmental,Calgary,2006-11-17,end of discharge hose attached to pressure tank tee valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065059,403,L455199-2,ALS Environmental,Calgary,2006-11-17,directly after P-tank,,2011-10-20 10:38:47.710000000,CONVERSION
1065063,646,L450857-1,ALS Environmental,Calgary,2006-04-11,Laundry sink in basement,,2011-10-20 10:38:47.710000000,CONVERSION
1065067,364,L453780-1,ALS Environmental,Calgary,2006-11-14,End of discharge hose attached to pressure tank T,,2011-10-20 10:38:47.710000000,CONVERSION
1065071,992,L454841-1,ALS Environmental,Calgary,2006-11-16,end of discharge hose attached to hydrant near barn W of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065075,154,L455191-1,ALS Environmental,Calgary,2006-11-17,end of discharge hose attached to pressure tank tee valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065079,798,L454845-3,ALS Environmental,Calgary,2006-11-16,End of discharge hose attached to sediment valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065083,701,L454845-1,ALS Environmental,Calgary,2006-11-16,End of discharge hose attached to hydrant South of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065087,447,L451232-1,ALS Environmental,Calgary,2006-11-06,end of discharge hose attached to sediment valve on green quanset,,2011-10-20 10:38:47.710000000,CONVERSION
1065091,9,L455203-1,ALS Environmental,Calgary,2006-11-17,end of discharge hose attached to hydrant in backyard,,2011-10-20 10:38:47.710000000,CONVERSION
1065095,2371,L450440-1,ALS Environmental,Calgary,2006-11-02,end of discharge hose attached to hydrant in shop,,2011-10-20 10:38:47.710000000,CONVERSION
1065099,896,L456163-1,ALS Environmental,Calgary,2006-11-21,End of discharge hose attached to portable submersible pump,,2011-10-20 10:38:47.710000000,CONVERSION
1065103,204,L451216-1,ALS Environmental,Calgary,2006-06-11,T-joint on pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1065107,107,L451775-1,ALS Environmental,Calgary,2006-07-11,end of discharge hose attached to hydrant near well,,2011-10-20 10:38:47.710000000,CONVERSION
1065111,2314,L456639-1,ALS Environmental,Calgary,2006-11-22,directly from portable pump test unit,,2011-10-20 10:38:47.710000000,CONVERSION
1065115,309,L455641-1,ALS Environmental,Calgary,2006-11-20,End of discharge hose attached to sediment valve in garage,,2011-10-20 10:38:47.710000000,CONVERSION
1065119,845,L457055-1,ALS Environmental,Calgary,2006-11-23,End of discharge hose attached to sediment valve at tank Tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065123,647,L455590-2,ALS Environmental,Calgary,2006-11-20,end of discharge hose attached to tap attached to pressure tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065127,897,L455590-1,ALS Environmental,Calgary,2006-11-20,end of discharge hose attached to pump,,2011-10-20 10:38:47.710000000,CONVERSION
1065131,108,L456639-3,ALS Environmental,Calgary,2006-11-22,directly from pump in well,,2011-10-20 10:38:47.710000000,CONVERSION
1065135,702,L455564-2,ALS Environmental,Calgary,2006-11-20,faucet on North side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065139,846,L452614-1,ALS Environmental,Calgary,2006-09-11,end of discharge hose attached to sediment valve on W side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065143,703,L455564-1,ALS Environmental,Calgary,2006-11-20,hydrant in old barn,,2011-10-20 10:38:47.710000000,CONVERSION
1065147,256,,ALS Environmental,Calgary,,no samples taken,,2011-10-20 10:38:47.710000000,CONVERSION
1065151,648,L452310-2,ALS Environmental,Calgary,2006-08-11,T-joint off pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1065155,205,L454836-1,ALS Environmental,Calgary,2006-11-16,end of discharge hose attached to sediment valve on N side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065159,206,L456129-2,ALS Environmental,Calgary,2006-11-21,end of discharge hose attached to sediment valve on pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1065163,207,L456166-2,ALS Environmental,Calgary,2006-11-21,end of discharge hose attached to sediment valve on S side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065167,155,L454338-1,ALS Environmental,Calgary,2006-11-15,End of discharge hose attached to tank T,,2011-10-20 10:38:47.710000000,CONVERSION
1065171,602,L456161-1,ALS Environmental,Calgary,2006-11-21,End of discharge hose attached to sediment valve on E side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065175,257,L456166-1,ALS Environmental,Calgary,2006-11-21,end of discharge hose attached to pressure tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065179,2372,L456129-1,ALS Environmental,Calgary,2006-11-21,end of discharge hose attached to hydrant E of shop,,2011-10-20 10:38:47.710000000,CONVERSION
1065183,258,L452310-1,ALS Environmental,Calgary,2006-08-11,Pressure tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065187,799,L454338-3,ALS Environmental,Calgary,2006-11-15,End of discharge hose attached to sediment valve inside barn on East side,,2011-10-20 10:38:47.710000000,CONVERSION
1065191,448,L453343-1,ALS Environmental,Calgary,2006-11-13,end of discharge hose attached to sediment valve on W side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065195,548,L451769-1,ALS Environmental,Calgary,2006-07-11,end of discharge hose off pressure tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065199,549,L449485-1,ALS Environmental,Calgary,2006-10-31,faucet in barn east of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065203,10,L457079-1,ALS Environmental,Calgary,2006-11-23,T-valve on pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1065207,800,L452745-1,ALS Environmental,Calgary,2006-09-11,T-joint off pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1065211,156,L453345-1,ALS Environmental,Calgary,2006-11-13,end of discharge hose attached to sediment valve on S side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065215,847,L457056-1,ALS Environmental,Calgary,2006-11-23,End of discharge hose attached to sediment valve in pit,,2011-10-20 10:38:47.710000000,CONVERSION
1065219,649,L456589-1,ALS Environmental,Calgary,2006-11-22,end of discharge hose attached to sediment valve on E side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065223,801,L456601-1,ALS Environmental,Calgary,2006-11-22,end of discharge hose attached to pressure tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065227,404,L457077-1,ALS Environmental,Calgary,2006-11-23,hydrant in barn South of pit,,2011-10-20 10:38:47.710000000,CONVERSION
1065231,704,L457408-1,ALS Environmental,Calgary,2006-11-24,faucet on East side of new house,,2011-10-20 10:38:47.710000000,CONVERSION
1065235,2268,L460005-1,ALS Environmental,Calgary,2006-05-12,T-valve on pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1065239,993,L457407-1,ALS Environmental,Calgary,2006-11-24,hydrant in yard,,2011-10-20 10:38:47.710000000,CONVERSION
1065243,365,L456631-1,ALS Environmental,Calgary,2006-11-22,End of discharge hose attached to hydrant E of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065247,848,L457342-1,ALS Environmental,Calgary,2006-11-24,end of discharge hose attached to hydrant near well,,2011-10-20 10:38:47.710000000,CONVERSION
1065251,310,L457008-1,ALS Environmental,Calgary,2006-11-23,end of discharge hose attached to hydrant near well pit,,2011-10-20 10:38:47.710000000,CONVERSION
1065255,994,,ALS Environmental,Calgary,2006-11-29,,,2011-10-20 10:38:47.710000000,CONVERSION
1065259,64,L459214-1,ALS Environmental,Calgary,2006-02-12,T-valve on pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1065263,2215,L459183-1,ALS Environmental,Calgary,2006-01-12,end of discharge hose attached to sediment valve on S side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065267,650,L458519-3,ALS Environmental,Calgary,2006-11-29,End of discharge hose attached to well line,,2011-10-20 10:38:47.710000000,CONVERSION
1065271,311,L458877-1,ALS Environmental,Calgary,2006-11-30,end of discharge hose attached to tap in barn,,2011-10-20 10:38:47.710000000,CONVERSION
1065275,603,L458482-1,ALS Environmental,Calgary,2006-11-29,directly from line in well pit,,2011-10-20 10:38:47.710000000,CONVERSION
1065279,754,L458519-2,ALS Environmental,Calgary,2006-11-29,End of discharge hose attached to well line,,2011-10-20 10:38:47.710000000,CONVERSION
1065283,405,L458519-1,ALS Environmental,Calgary,2006-11-29,End of discharge hose attached to tank Tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065287,2269,L458508-1,ALS Environmental,Calgary,2006-11-29,end of discharge hose after pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1065291,109,L458482-2,ALS Environmental,Calgary,2006-11-29,faucet in slaughterhouse,,2011-10-20 10:38:47.710000000,CONVERSION
1065295,705,L459183-2,ALS Environmental,Calgary,2006-01-12,end of discharge hose attached to hydrant next to garage,,2011-10-20 10:38:47.710000000,CONVERSION
1065299,849,L458468-1,ALS Environmental,Calgary,2006-11-29,watering bin in cattle corral,,2011-10-20 10:38:47.710000000,CONVERSION
1065303,850,L458863-2,ALS Environmental,Calgary,2006-11-30,faucet on South side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065307,706,L459972-1,ALS Environmental,Calgary,2006-05-12,end of discharge hose attached to pressure tank tee valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065311,2216,L459971-1,ALS Environmental,Calgary,2006-05-12,end of discharge hose attached to tap in barn,,2011-10-20 10:38:47.710000000,CONVERSION
1065319,851,L460495-2,ALS Environmental,Calgary,2006-06-12,end of discharge hose attached to tap in garage,,2011-10-20 10:38:47.710000000,CONVERSION
1065323,312,L461701-1,ALS Environmental,Calgary,2006-11-12,end of discharge hose attached to pressure tank tee valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065327,898,L460498-1,ALS Environmental,Calgary,2006-06-12,end of discharge hose attached to tap in garage,,2011-10-20 10:38:47.710000000,CONVERSION
1065331,2373,L460498-2,ALS Environmental,Calgary,2006-06-12,end of discharge hose attached to portable submersible pump,,2011-10-20 10:38:47.710000000,CONVERSION
1065335,208,L462185-1,ALS Environmental,Calgary,2006-12-12,End of discharge hose attached to Tank Tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065339,313,L461263-1,ALS Environmental,Calgary,2006-12-06,end of discharge hose attached to outside faucet on E side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065343,707,L460912-1,ALS Environmental,Calgary,2006-12-11,hydrant ~ 100m South of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065347,852,L462174-1,ALS Environmental,Calgary,2006-12-12,end of discharge hose attached to hydrant west of garage,,2011-10-20 10:38:47.710000000,CONVERSION
1065351,157,L460931-1,ALS Environmental,Calgary,2006-07-12,End of discharge hose attached to sediment valve on W side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065355,755,L462735-1,ALS Environmental,Calgary,2006-12-13,End of discharge hose attached to sediment valve on E side of the house,,2011-10-20 10:38:47.710000000,CONVERSION
1065359,899,L463436-1,ALS Environmental,Calgary,2006-12-15,faucet on North side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065363,756,L462017-1,ALS Environmental,Calgary,2006-12-13,faucet on West side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065367,550,L463098-1,ALS Environmental,Calgary,2006-12-14,End of discharge hose off pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065371,2374,L462189-1,ALS Environmental,Calgary,2006-12-12,End of discharge hose attached to sediment valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065375,2315,L463809-1,ALS Environmental,Calgary,2006-12-18,faucet on East side of barn beside well,,2011-10-20 10:38:47.710000000,CONVERSION
1065379,110,L463454-1,ALS Environmental,Calgary,2006-12-15,end of discharge hose attached to pressure tank tee valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065383,757,L462173-1,ALS Environmental,Calgary,2006-12-12,end of discharge hose attached to hydrant in barn,,2011-10-20 10:38:47.710000000,CONVERSION
1065387,209,L462624-1,ALS Environmental,Calgary,2006-12-13,hydrant in barn SW of pumphouse,,2011-10-20 10:38:47.710000000,CONVERSION
1065391,758,L463792-1,ALS Environmental,Calgary,2006-12-18,End of discharge hose attached to hydrant in garage,,2011-10-20 10:38:47.710000000,CONVERSION
1065395,501,L462725-1,ALS Environmental,Calgary,2006-12-13,End of discharge hose attached to sediment valve on E side of the house,,2011-10-20 10:38:47.710000000,CONVERSION
1065399,551,L461295-1,ALS Environmental,Calgary,2006-12-08,End of discharge hose attached to Tank Tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065403,314,L463459-1,ALS Environmental,Calgary,2006-12-15,End of discharge hose attached to sediment valve on W side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065407,315,L463710-1,ALS Environmental,Calgary,2006-12-18,End of discharge hose attached to sediment valve on W side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065411,802,L463100-1,ALS Environmental,Calgary,2006-12-14,End of discharge hose attached to sediment valve on E side of the house,,2011-10-20 10:38:47.710000000,CONVERSION
1065415,11,L464369-1,ALS Environmental,Calgary,2006-12-19,End of discharge hose from line from pump run by generator,,2011-10-20 10:38:47.710000000,CONVERSION
1065419,900,L463102-1,ALS Environmental,Calgary,2006-12-14,end of discharge hose attached to hydrant near well,,2011-10-20 10:38:47.710000000,CONVERSION
1065423,901,L464797-1,ALS Environmental,Calgary,2006-12-20,End of discharge hose off outdoor sediment valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065427,759,L463464-2,ALS Environmental,Calgary,2006-12-15,End of discharge hose off of hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1065431,604,L464369-2,ALS Environmental,Calgary,2006-12-19,End of discharge hose off of hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1065435,316,L463464-1,ALS Environmental,Calgary,2006-12-15,End of discharge hose off hydrant beside well,,2011-10-20 10:38:47.710000000,CONVERSION
1065439,708,L464422-3,ALS Environmental,Calgary,2006-12-19,end of discharge hose attached to hydrant NE of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065443,709,L464356-1,ALS Environmental,Calgary,2006-12-19,faucet in garage,,2011-10-20 10:38:47.710000000,CONVERSION
1065447,552,,ALS Environmental,Calgary,2006-12-16,not sampled,"Sampling not done, see comments at end.",2011-10-20 10:38:47.710000000,CONVERSION
1065451,2375,L464792-1,ALS Environmental,Calgary,2006-12-20,End of discharge hose off tap on sink in shop,,2011-10-20 10:38:47.710000000,CONVERSION
1065455,803,L463806-1,ALS Environmental,Calgary,2006-12-18,faucet on East side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065459,502,L464422-1,ALS Environmental,Calgary,2006-12-19,end of discharge hose attached to pitless head and saddle,,2011-10-20 10:38:47.710000000,CONVERSION
1065463,902,L464890-1,ALS Environmental,Calgary,2006-12-20,End of discharge hose attached to sediment valveon W side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065467,553,L464891-1,ALS Environmental,Calgary,2006-12-20,end of discharge hose attached to hydrant west of shop,,2011-10-20 10:38:47.710000000,CONVERSION
1065471,804,L464893-1,ALS Environmental,Calgary,2006-12-20,end of discharge hose attached to sediment valve on E side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065475,259,L464886-1,ALS Environmental,Calgary,2006-12-20,faucet in the garage,,2011-10-20 10:38:47.710000000,CONVERSION
1065479,65,L464885-1,ALS Environmental,Calgary,2006-12-20,faucet on South side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065483,366,L473524-2,ALS Environmental,Calgary,2006-12-26,07-02-27-27 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1065487,503,E03196,Maxxam Analytics,Calgary,2006-12-21,04-06-36-26 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1065491,710,L465295-1,ALS Environmental,Calgary,2006-12-21,end of discharge hose attached to pressure tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065495,711,L465208-1,ALS Environmental,Calgary,2006-12-21,End of discharge hose attached to Tank Tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065499,66,L465297-1,ALS Environmental,Calgary,2006-12-21,end of discharge hose attached to wall hydrant on trailer,,2011-10-20 10:38:47.710000000,CONVERSION
1065503,317,L465208-2,ALS Environmental,Calgary,2006-12-21,End of discharge hose attached to Tank Tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065507,2270,465706-4,Norwest Labs,Calgary,2006-05-23,,,2011-10-20 10:38:47.710000000,CONVERSION
1065519,2377,L466199-1,ALS Environmental,Calgary,2006-12-20,End of discharge off of hydrant SE of garage,,2011-10-20 10:38:47.710000000,CONVERSION
1065523,504,L466198-1,ALS Environmental,Calgary,2006-12-28,End of discharge hose off pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065527,406,L463434-1,ALS Environmental,Calgary,2006-12-14,Well LSD:5-13-27-28 W4M C.Shaw House Well,,2011-10-20 10:38:47.710000000,CONVERSION
1065531,853,L466676-1,ALS Environmental,Calgary,2007-02-01,End of discharge hose attached to sediment valve on W side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065535,260,L466661-1,ALS Environmental,Calgary,2007-02-01,End of discharge hose off sediment valve on west side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065539,2378,L466659-2,ALS Environmental,Calgary,2007-02-01,t-joint off pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1065543,605,L465705-1,ALS Environmental,Calgary,2006-12-27,faucet on East side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065547,995,L466659-1,ALS Environmental,Calgary,2007-02-01,T-valve on pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1065551,761,L467483-1,ALS Environmental,Calgary,2007-04-01,End of discharge hose attached to sediment valve on W side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1065555,158,L467483-2,ALS Environmental,Calgary,2007-04-01,End of discharge hose attached to Tank Tee,,2011-10-20 10:38:47.710000000,CONVERSION
1065559,210,L467108-1,ALS Environmental,Calgary,2007-01-03,End of discharge hose attached to sediment valve on west side on the house,,2011-10-20 10:38:47.710000000,CONVERSION
1065563,854,502481-2,Norwest Labs,Calgary,2006-10-24,,,2011-10-20 10:38:47.710000000,CONVERSION
1065567,407,502481-1,Norwest Labs,Calgary,2006-10-24,,,2011-10-20 10:38:47.710000000,CONVERSION
1065571,554,489-021-2,Norwest Labs,Calgary,2006-08-29,,,2011-10-20 10:38:47.710000000,CONVERSION
1065575,111,489-021-1,Norwest Labs,Calgary,2006-08-23,,,2011-10-20 10:38:47.710000000,CONVERSION
1065579,408,506160-1,Norwest Labs,Calgary,2006-11-07,,,2011-10-20 10:38:47.710000000,CONVERSION
1065583,2217,466648-1,ALS Environmental,Calgary,2007-02-01,end of discharge hose attached to pressure tank tee valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065587,112,L467125-1,ALS Environmental,Calgary,2007-03-01,end of discharge hose attached to pressure tank tee valve,,2011-10-20 10:38:47.710000000,CONVERSION
1065591,261,L467126-1,ALS Environmental,Calgary,2007-03-01,end of discharge hose attached to hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1065595,262,L466650-1,ALS Environmental,Calgary,2007-02-01,end of discharge hose attached to line to waterer,,2011-10-20 10:38:47.710000000,CONVERSION
1065599,263,514286-1,Bodycote Testing Group,Edmonton,2006-12-17,16-30-35-25W4 V.Ray Pasture Well,,2011-10-20 10:38:47.710000000,CONVERSION
1065603,903,514285-1,Bodycote Testing Group,Edmonton,2006-12-17,8-24-35-26W4 R. Layden Pasture Well,,2011-10-20 10:38:47.710000000,CONVERSION
1065607,159,511937-1,Norwest Labs,Calgary,2006-12-06,,,2011-10-20 10:38:47.710000000,CONVERSION
