FIELD_NOTES_ID,WELL_TEST_ID,COMMENT_CATEGORY,ODOUR_CAT,FIELD_NOTE_COMMENTS,CREATE_TIMESTAMP,CREATE_USERID,H2S_TESTED,MODEL_PREDICTION
1058701,979,Landowner,0,"Is the water supply currently enough for your present requirements?   Yes  ü     No _____ 

Taste:   Good ___  Fair ___  Poor   ü   Comments Owners use cooler water for drinking; see note below.   
Odour:  Good ___  Fair ___  Poor   ü   Comments _____________________________________________
Colour:  Good ___  Fair   ü   Poor ___  Comments  ____________________________________________
Sediment: Good  ü  Fair___ Poor___  Comments ______________________________________________

Owners have noticed a change in water quality with increases in H2S and Iron.  

Gas Observed in Water:  Yes ___  No   ü",38:47.7,CONVERSION,0,0
1058703,2160,Landowner,0,"Is the water supply currently enough for your present requirements?   Yes  ü     No _____ 

Taste:   Good ___ Fair ___ Poor ___ Comments Landowners don't drink the water                    
Odour:  Good ___ Fair  ü   Poor ___ Comments ______________________________________
Colour:  Good ___ Fair  ü   Poor ___  Comments ______________________________________
Sediment: Good ___ Fair  ü  Poor ___ Comments _____________________________________
Gas Observed in Water:  Yes ___  No   ü",38:47.7,CONVERSION,0,0
1058705,6298,Landowner,3,Taste: fair; Odour: Fair (gasy smell); Colour: good; Sediment: good; Gas: fair,38:47.7,CONVERSION,0,1
1058709,2512,Landowner,0,"Is the water supply currently enough for your present requirements?   Yes  ü     No _____ 

Taste:   Good   ü Fair ___ Poor ___Comments  ________________________________________________
Odour:  Good   ü  Fair ___ Poor ___Comments   ________________________________________________ 
Colour:  Good   ü  Fair ___ Poor ___ Comments ________________________________________________
Sediment: Good   ü  Fair ___ Poor ___Comments  ______________________________________________
Gas Observed in Water:  Yes ___ No   ü",38:47.7,CONVERSION,0,0
1058711,4239,Landowner,0,"Is the water supply currently enough for your present requirements?   Yes  ü     No _____ 

Taste:   Good   ü Fair ___ Poor ___Comments  ________________________________________________
Odour:  Good   ü  Fair ___ Poor ___Comments   _______________________________________________
Colour:  Good   ü Fair ___ Poor ___ Comments ________________________________________________
Sediment: Good    ü Fair ___ Poor ___Comments  ______________________________________________
Gas Observed in Water:  Yes ___ No   ü",38:47.7,CONVERSION,0,0
1058713,1752,Landowner,0,"Is the water supply currently enough for your present requirements?   Yes  ü     No _____ 

Taste:   Good ___ Fair ___ Poor      Comments   Water is used for stock only.                                  
Odour:  Good ___ Fair ___ Poor   ü  Comments ____________________________________________
Colour:  Good   ü  Fair ___ Poor ___  Comments  _____________________________________________
Sediment: Good ___ Fair ___  Poor ___ Comments    N/A                                                                   
Gas Observed in Water:  Yes   ü   No ___",38:47.7,CONVERSION,0,0
1058715,4240,Landowner,0,"Is the water supply currently enough for your present requirements?   Yes  ü     No _____ 

Landowner notes there is enough water if you're careful.

Taste:   Good   ü  Fair ___ Poor ___ Comments _______________________________________
Odour:  Good   ü  Fair ___  Poor ___ Comments ______________________________________
Colour:  Good   ü  Fair ___ Poor ___  Comments ______________________________________
Sediment: Good   ü  Fair ___  Poor ___ Comments _____________________________________
Gas Observed in Water:  Yes ___  No   ü",38:47.7,CONVERSION,0,0
1058717,1665,Landowner,0,"Is the water supply currently enough for your present requirements?   Yes  ü     No _____ 

Taste:   Good ___ Fair ___ Poor   ü  Comments   Bitter taste in water                                      
Odour:  Good ___ Fair   ü   Poor ___ Comments   Musty smell in water                                   
Colour:  Good   ü  Fair ___ Poor ___  Comments ______________________________________
Sediment: Good ___ Fair ___  Poor   ü  Comments _____________________________________
Gas Observed in Water:  Yes ___  No   ü",38:47.7,CONVERSION,0,1
1058719,1402,Landowner,0,"Is the water supply currently enough for your present requirements?   Yes  ü     No _____ 

Taste:   Good   ü  Fair ___ Poor ___ Comments ______________________________________________
Odour:  Good   ü  Fair ___ Poor ___ Comments ______________________________________________
Colour:  Good   ü  Fair ___ Poor ___  Comments  _____________________________________________
Sediment: Good   ü  Fair ___  Poor ___ Comments ____________________________________________
Gas Observed in Water:  Yes ___  No   ü",38:47.7,CONVERSION,0,0
1058721,1951,Landowner,0,"Is the water supply currently enough for your present requirements?   Yes  ü     No _____ 

Taste:   Good ___ Fair ___ Poor   ü  Comments _______________________________________
Odour:  Good ___ Fair ___  Poor   ü  Comments ______________________________________
Colour:  Good ___ Fair   ü  Poor ___  Comments ______________________________________
Sediment: Good ___ Fair   ü  Poor ___ Comments _____________________________________
Gas Observed in Water:  Yes   ü   No ___",38:47.7,CONVERSION,0,0
1058723,1597,Landowner,0,"Is the water supply currently enough for your present requirements?  Yes  ü   No ___
TASTE:   Good ___  Fair ___  Poor ___ Comments ____________________________________________
ODOUR:  Good  ü    Fair ___ Poor ___  Comments ___________________________________________
COLOUR: Good  ü   Fair ___  Poor ___  Comments ____________________________________________
SEDIMENT: Good  ü  Fair ___ Poor ___ Comments ___________________________________________
GAS OBSERVED IN WATER:  Yes ___  No  ü",38:47.7,CONVERSION,0,0
1058725,1262,Landowner,0,"Is the water supply currently enough for your present requirements?   Yes  ü     No _____ 

Taste:   Good ___ Fair  ü   Poor ___  Comments  Water is not used for drinking.                       
Odour:  Good ___ Fair  ü   Poor ___ Comments _______________________________________
Colour:  Good   ü  Fair ___ Poor ___  Comments ______________________________________
Sediment: Good   ü  Fair ___  Poor ___ Comments _____________________________________
Gas Observed in Water:  Yes  ü   No ___",38:47.7,CONVERSION,0,0
1058729,5301,Landowner,0,"Is the water supply currently enough for your present requirements?  Yes  ü   No ___
TASTE:   Good  ü  Fair ___ Poor ___ Comments _____________________________________________
ODOUR:  Good  ü  Fair ___  Poor ___ Comments  ___________________________________________
COLOUR: Good  ü  Fair ___   Poor ___ Comments ____________________________________________
SEDIMENT: Good ___ Fair  ü  Poor ___ Comments ___________________________________________
GAS OBSERVED IN WATER:  Yes ___  No  ü",38:47.7,CONVERSION,0,0
1058731,8528,Landowner,3,"Landowner indicated fair water quality, sulfur odour, grey/black color, and black sediment. Water not used for drinking.",38:47.7,CONVERSION,0,1
1058745,1168,Landowner,0,"Is the water supply currently enough for your present requirements?  Yes  ü   No ___
TASTE:   Good  ü  Fair ___ Poor ___ Comments _____________________________________________      
ODOUR:  Good  ü  Fair ___ Poor ___  Comments ____________________________________________       
COLOUR: Good  ü  Fair ___ Poor ___ Comments ____________________________________________
SEDIMENT: Good  ü  Fair ___ Poor ___ Comments __________________________________________
GAS OBSERVED IN WATER:  Yes ___  No  ü",38:47.7,CONVERSION,0,0
1058747,1115,Landowner,0,"Is the water supply currently enough for your present requirements?  Yes  ü   No ___
TASTE:   Good ___ Fair ___ Poor  ü  Comments _____________________________________________      
ODOUR:  Good  ü  Fair ___ Poor ___  Comments ____________________________________________       
COLOUR: Good ___ Fair ___ Poor  ü  Comments   purple in colour                                                              
SEDIMENT: Good  ü  Fair ___ Poor ___ Comments __________________________________________
GAS OBSERVED IN WATER:  Yes ___  No  ü",38:47.7,CONVERSION,0,0
1058749,5302,Landowner,0,"Is the water supply currently enough for your present requirements?  Yes  ü   No ___
TASTE:   Good  ü  Fair ___ Poor ___ Comments _____________________________________________      
ODOUR:  Good  ü  Fair ___ Poor ___  Comments ____________________________________________       
COLOUR: Good  ü  Fair ___ Poor ___ Comments ____________________________________________
SEDIMENT: Good  ü  Fair ___ Poor ___ Comments __________________________________________
GAS OBSERVED IN WATER:  Yes ___  No  ü",38:47.7,CONVERSION,0,0
1058751,978,Landowner,0,"Is the water supply currently enough for your present requirements?  Yes  ü   No ___
TASTE:   Good ___ Fair  ü  Poor ___ Comments ____________________________________________  
ODOUR: Good ___ Fair  ü  Poor ___ Comments _____________________________________________
COLUR: Good  ü    Fair ___ Poor ___ Comments ____________________________________________
SEDIMENT: Good ___ Fair  ü Poor ___ Comments ___________________________________________
GAS OBSERVED IN WATER:  Yes ___ No  ü",38:47.7,CONVERSION,0,0
1058753,1952,Landowner,0,"Is the water supply currently enough for your present requirements?  Yes _ü__  No ___
TASTE:   Good ___ Fair ___  Poor ___ Comments ____Do not drink water_________________________
ODOUR:  Good ___ Fair ___ Poor ___  Comments ___________________________________________
COLOUR: Good ___ Fair ___  Poor ___  Comments __________________________________________
SEDIMENT: Good___ Fair ___ Poor ___ Comments __________________________________________
GAS OBSERVED IN WATER:  Yes ___  No ___",38:47.7,CONVERSION,0,0
1058755,1598,Landowner,0,"Is the water supply currently enough for your present requirements?  Yes  ü   No ___
TASTE:   Good ___ Fair ___  Poor ___ Comments ___________________________________________
ODOUR:  Good ___ Fair ___ Poor ___  Comments ___________________________________________
COLOUR: Good ___ Fair ___  Poor ___  Comments __________________________________________
SEDIMENT: Good___ Fair ___ Poor ___ Comments __________________________________________
GAS OBSERVED IN WATER:  Yes ___  No  ü",38:47.7,CONVERSION,0,0
1058757,1807,Landowner,0,"Is the water supply currently enough for your present requirements?  Yes  ü   No ___
TASTE:   Good  ü  Fair ___  Poor ___ Comments ___________________________________________
ODOUR:  Good ___ Fair  ü  Poor ___  Comments ___________________________________________
COLOUR: Good  ü   Fair ___  Poor ___  Comments __________________________________________
SEDIMENT: Good  ü  Fair ___ Poor ___ Comments __________________________________________
GAS OBSERVED IN WATER:  Yes ___  No  ü",38:47.7,CONVERSION,0,0
1058759,1953,Landowner,0,"Is the water supply currently enough for your present requirements?  Yes  ü   No ___
TASTE:   Good ___ Fair ___  Poor ___ Comments ___________________________________________
ODOUR:  Good ___ Fair ___ Poor ___  Comments ___________________________________________
COLOUR: Good ___ Fair ___  Poor ___  Comments __________________________________________
SEDIMENT: Good___ Fair ___ Poor ___ Comments __________________________________________
GAS OBSERVED IN WATER:  Yes  ü   No ___",38:47.7,CONVERSION,0,0
1058761,1404,Landowner,0,"Is the water supply currently enough for your present requirements?  Yes  ü   No ___
TASTE:   Good ___ Fair ___ Poor ___ Comments  N/A, This well is only used to water cattle.                    
ODOUR: Good ___ Fair ___ Poor ___  Comments ____________________________________________     
COLOUR: Good ___ Fair ___   Poor ___ Comments ___________________________________________
SEDIMENT: Good ___ Fair ___ Poor ___ Comments __________________________________________
GAS OBSERVED IN WATER:  Yes ___  No   ü",38:47.7,CONVERSION,0,0
